state,state_abbreviation,county,fips,Hillary Clinton,Donald Trump,population,education,income
Wisconsin,WI,Eau Claire,55035.0,7323,6505,101564,93.2,25287
Wisconsin,WI,Florence,55037.0,175,653,4481,89.6,22434
Wisconsin,WI,Fond du Lac,55039.0,5514,7650,101759,90.3,26368
Wisconsin,WI,Forest,55041.0,609,1110,9127,85.8,20462
Wisconsin,WI,Grant,55043.0,3036,3462,51829,89.8,21705
Wisconsin,WI,Green,55045.0,2766,2825,37063,91.4,27060
Wisconsin,WI,Green Lake,55047.0,869,1983,18836,87.3,25275
Wisconsin,WI,Iowa,55049.0,2161,1609,23825,92.3,26625
Wisconsin,WI,Iron,55051.0,437,940,5917,91.5,23324
Wisconsin,WI,Jackson,55053.0,1294,1804,20652,86.8,21849
Wisconsin,WI,Jefferson,55055.0,4771,5766,84395,91.3,25625
Wisconsin,WI,Juneau,55057.0,1357,2780,26395,85.0,23343
Wisconsin,WI,Kenosha,55059.0,10871,11139,168068,88.8,26514
Wisconsin,WI,Kewaunee,55061.0,1495,2084,20444,90.7,25282
Wisconsin,WI,La Crosse,55063.0,8901,8271,118011,93.8,26271
Wisconsin,WI,Lafayette,55065.0,1167,1199,16853,89.8,23483
Wisconsin,WI,Langlade,55067.0,1192,2407,19410,88.1,22974
Wisconsin,WI,Lincoln,55069.0,1732,3060,28493,88.4,24669
Wisconsin,WI,Manitowoc,55071.0,4983,6439,80160,90.2,25825
Wisconsin,WI,Marathon,55073.0,8047,13299,135780,90.0,27607
Wisconsin,WI,Marinette,55075.0,2577,4633,41298,89.4,23555
Wisconsin,WI,Marquette,55077.0,994,1765,15050,87.0,23490
Wisconsin,WI,Menominee,55078.0,204,78,4522,90.4,14710
Wisconsin,WI,Milwaukee,55079.0,100932,29516,956406,85.9,24295
Wisconsin,WI,Monroe,55081.0,2270,3613,45379,88.2,23456
Wisconsin,WI,Oconto,55083.0,2418,4409,37417,89.3,25941
Wisconsin,WI,Oneida,55085.0,2493,4327,35563,92.5,27041
Wisconsin,WI,Outagamie,55087.0,11202,13848,182006,93.1,28186
Wisconsin,WI,Ozaukee,55089.0,6572,5764,87470,96.1,42041
Wisconsin,WI,Pepin,55091.0,435,607,7335,90.0,24367
Wisconsin,WI,Pierce,55093.0,2340,2822,40958,93.5,27462
Wisconsin,WI,Polk,55095.0,2174,3542,43437,91.7,25751
Wisconsin,WI,Portage,55097.0,5036,5112,70482,92.1,24972
Wisconsin,WI,Price,55099.0,854,1673,13675,89.5,23723
Wisconsin,WI,Racine,55101.0,14086,11756,195163,87.8,27141
Wisconsin,WI,Richland,55103.0,1276,1434,17662,88.9,22778
Wisconsin,WI,Rock,55105.0,11248,10264,161188,87.7,24094
Wisconsin,WI,Rusk,55107.0,817,1617,14333,86.6,21004
Wisconsin,WI,Sauk,55111.0,4526,4697,63379,89.4,25988
Wisconsin,WI,Sawyer,55113.0,975,2034,16437,89.7,23809
Wisconsin,WI,Shawano,55115.0,2124,4269,41579,89.5,23500
Wisconsin,WI,Sheboygan,55117.0,7175,6532,115290,90.6,26126
Wisconsin,WI,St. Croix,55109.0,4891,6700,86759,94.9,32220
Wisconsin,WI,Taylor,55119.0,850,2100,20540,86.4,23032
Wisconsin,WI,Trempealeau,55121.0,1988,2414,29509,87.6,25017
Wisconsin,WI,Vernon,55123.0,1934,2437,30362,86.9,22680
Wisconsin,WI,Vilas,55125.0,1412,3241,21398,91.8,26252
Wisconsin,WI,Walworth,55127.0,5174,7534,103527,90.1,27130
Wisconsin,WI,Washburn,55129.0,1059,1926,15694,90.8,24850
Wisconsin,WI,Washington,55131.0,6381,9580,133251,92.5,32020
Wisconsin,WI,Waukesha,55133.0,24784,27186,395118,95.6,37577
Wisconsin,WI,Waupaca,55135.0,2582,4737,52066,89.9,25956
Wisconsin,WI,Waushara,55137.0,1181,2391,24178,87.0,22888
Wisconsin,WI,Winnebago,55139.0,11193,13293,169511,91.0,26955
Wisconsin,WI,Wood,55141.0,4424,6941,73608,90.8,25961
